product_id,product_title,description,item_number,gtin_number,upc_number,cooking_instructions,ingredients,sub_header,carton_size,case_pack_size,features_benefits,country_of_origin,cooking_methods,grades,market_segments,menu_occasions,brands,product_types,product_sizes,product_species,certifications,market_channels,Allergens
2001040,Imported soft shell crab,"<p>From the crystal clear waters of Southeast Asia, Handy brings delectable soft shell crabs, a worldwide favorite for their sweet, flavorful white meat. Our Mangrove Crabs (Scylla spp) are packed on site, where Handy introduced modern food technology to the Asian crab industry.</p>
",2001040,10073994004160,73994001933,,"<p>soft shell crabs (scylla spp)</p>
",A soft shell crab for all seasons,6.31 x 3.13 x 9.25,4 CARTONS,"<ul>
	<li>Naturally molted; fat body - more white meat.</li>
	<li>DNA tested; your assurance - no species substitution..</li>
	<li>Fully dressed; ready for recipe preparation.</li>
	<li>Individually weighed; consistent sizing and predictable food cost.</li>
	<li>Year round production; dependable supply.</li>
</ul>
","Thailand, Myanmar (Burma)","Bake,Broil,Deep Fry,Saute",,"Business & Industry,Education,Healthcare,On-site - Travel and Leisure,On-site – Casinos,On-site – Lodging,Other – Catering,Other – Commissary,Other – Vending,Restaurants - Casual Dining,Restaurants - Fast Casual,Restaurants - Fine Dining,Restaurants - Quick Service,Restaurants – Catering,Restaurants – Midscale,Retail - Cash and Carry,Retail - Convenient Stores,Retail - Service Deli,Retail - Super Market,Retail - Warehouse Club","Breakfast,Brunch,Dinner,Lunch,Snack",Handy Seafood,Imported Frozen,Hotel,"Great on the Grill,Soft Shell Crabs",DNA,"Foodservice, Retail Service Deli",Crustacean Shellfish
2001050,Imported soft shell crab,"<p>From the crystal clear waters of Southeast Asia, Handy brings delectable soft shell crabs, a worldwide favorite for their sweet, flavorful white meat. Our Mangrove Crabs (Scylla spp) are packed on site, where Handy introduced modern food technology to the Asian crab industry.</p>
",2001050,10073994004177,73994001940,,"<p>soft shell crabs (scylla spp)</p>
",A soft shell crab for all seasons,6.31 x 3.13 x 9.25,4 CARTONS,"<ul>
	<li>Naturally molted; fat body - more white meat.</li>
	<li>DNA tested; your assurance - no species substitution.</li>
	<li>Fully dressed; ready for recipe preparation.</li>
	<li>Individually weighed; consistent sizing and predictable food cost.</li>
	<li>Year round production; dependable supply.</li>
</ul>
","Thailand, Myanmar (Burma)","Bake,Broil,Deep Fry,Saute",,"Business & Industry,Education,Healthcare,On-site - Travel and Leisure,On-site – Casinos,On-site – Lodging,Other – Catering,Other – Commissary,Other – Vending,Restaurants - Casual Dining,Restaurants - Fast Casual,Restaurants - Fine Dining,Restaurants - Quick Service,Restaurants – Catering,Restaurants – Midscale,Retail - Cash and Carry,Retail - Convenient Stores,Retail - Service Deli,Retail - Super Market,Retail - Warehouse Club","Breakfast,Brunch,Dinner,Lunch,Snack",Handy Seafood,Imported Frozen,Medium,"Great on the Grill,Soft Shell Crabs",DNA,"Foodservice, Retail Service Deli",Crustacean Shellfish
2001130,Imported soft shell crab,"<p>From the crystal clear waters of Southeast Asia, Handy brings delectable soft shell crabs, a worldwide favorite for their sweet, flavorful white meat. Our Mangrove Crabs (Scylla spp) are packed on site, where Handy introduced modern food technology to the Asian crab industry.</p>
",2001130,10073994004146,73994001995,,"<p>Soft Shell Crabs (scylla spp)</p>
",A soft shell crab for all seasons,,4 CARTONS,"<ul>
	<li>Naturally molted; fat body- more white meat.</li>
	<li>DNA tested; your assurance - no species substitution.</li>
	<li>Fully dressed; ready for recipe preparation.</li>
	<li>Individually weighed; consistent sizing and predictable food cost.</li>
	<li>Year round production; dependable supply.</li>
</ul>
","Thailand, Myanmar (Burma)","Bake,Broil,Deep Fry,Saute",,"Business & Industry,Education,Healthcare,On-site - Travel and Leisure,On-site – Casinos,On-site – Lodging,Other – Catering,Other – Commissary,Other – Vending,Restaurants - Casual Dining,Restaurants - Fast Casual,Restaurants - Fine Dining,Restaurants - Quick Service,Restaurants – Catering,Restaurants – Midscale,Retail - Cash and Carry,Retail - Convenient Stores,Retail - Service Deli,Retail - Super Market,Retail - Warehouse Club","Breakfast,Brunch,Dinner,Lunch,Snack",Handy Seafood,Imported Frozen,Colossals,"Great on the Grill,Soft Shell Crabs",DNA,"Foodservice, Retail Service Deli",Crustacean Shellfish
3400512,Keto-Friendly Shrimp Power Bites,"<p><meta charset=""UTF-8"" />These delicious,&nbsp;low-carb shrimp bites are packed with flavor and healthy ingredients.&nbsp;Perfect for a quick and easy meal or a satisfying snack.</p>
",,10073994004153,,"<p class=""text-align-center"">SUGGESTED COOKING INSTRUCTIONS&nbsp;</p>

<p>The Keto Shrimp Power Bites contained in this package are ready to cook and should be cooked thoroughly to 165 °F. Depending on the number of portions prepared and temperature variances, heating times may need adjustment. Remove product from packaging. Avoid overcooking or undercooking, cook to a light golden brown.</p>

<p>BAKE: Preheat oven. Spray or coat pan with oil. Place the bites on pan and place pan on the middle rack of oven. Turn the bites over once during cooking.</p>

<ul>
	<li>FROM FROZEN: 350 °F for 8 minutes, flip and cook for an additional 7 minutes.</li>
	<li>Cooking from thawed is not recommended.</li>
</ul>

<p>AIR FRY: Spray basket with oil and place the bites in the basket. Set fryer at 350 °F.</p>

<ul>
	<li>FROM FROZEN: for 10 minutes.</li>
	<li>Cooking from thawed is not recommended.</li>
</ul>

<p>Caution: Pan And Product Will Be Hot.&nbsp;</p>
","<p>SHRIMP (SHRIMP, WATER, SODIUM TRIPOLYPHOSPHATE, SALT), CAULIFLOWER, EGGS, BROCCOLI, EDAMAME, SPINACH, CREAM CHEESE (PASTEURIZED MILK AND CREAM, SALT, STARTER CULTURE, LOCUST BEAN GUM), SCALLIONS, LIME JUICE, MODIFIED STARCH (TAPIOCA AND WAXY CORN), CHIA SEEDS, GINGER, YEAST EXTRACT, GARLIC POWDER, ONION POWDER, VINEGAR, SESAME OIL, SALT, CAYENNE PEPPER. CONTAINS: CRUSTACEAN SHELLFISH (SHRIMP), EGGS, MILK, AND SESAME.</p>
",,,,"<ul>
	<li><strong>Keto-Friendly:</strong>&nbsp;Enjoy these bites without guilt thanks to their low net carb content of 4 grams.</li>
	<li><strong>Nutrient-Rich</strong>:&nbsp;Packed with power foods like broccoli,&nbsp;edamame,&nbsp;and cauliflower.</li>
	<li><strong>Convenient</strong>:&nbsp;Simply bake,&nbsp;air fry,&nbsp;or sauté for a quick and easy meal.</li>
	<li><strong>Versatile:</strong>&nbsp;Pair with salads,&nbsp;low-carb wraps,&nbsp;or other side dishes.</li>
	<li><strong>Portion-Controlled:</strong>&nbsp;Each package is divided into convenient servings for easy calorie and carb management.</li>
	<li><strong>Great for Everyone:&nbsp;</strong>Ideal for busy weeknights,&nbsp;after-school snacks,&nbsp;or as a party appetizer.</li>
</ul>
",,"Air Fry,Bake",,"Retail - Super Market,Retail - Warehouse Club,Retail / Club Type","Add-on,Appetizer,Lunch,Snack",Handy Seafood,"Imported Frozen,Unique & Trendy",6 OZ,"Appetizers,Healthy,Shrimp",BAP logo,Retail,Crustacean Shellfish
5104030,Korean-Style Crunchy Shrimp,"<p>Handy Seafood's Korean-Style Crunchy Shrimp feature succulent shrimp coated in panko breadcrumbs for a satisfying texture. Toss with the included Korean-style gochujang sauce to immerse your senses in a symphony of textures and bold flavors!</p>
",,10073994004108,,"<p>The shrimp contained in this package are precooked and should be heated through to an internal temperature of 160°F. Depending on the number of portions prepared and oven temperature variances, heating times may need adjustment.&nbsp;</p>

<p><meta charset=""UTF-8"" /></p>

<p>AIR FRY:</p>

<p>Spray basket with oil and place the shrimp in the basket.</p>

<ul>
	<li>FROM FROZEN: 350 °F for 6 minutes</li>
	<li>Cooking from thawed is not recommended.</li>
</ul>

<p>Once the shrimp is cooked, place shrimp in a bowl and add the contents of the sauce packet. Stir shrimp and sauce gently until it’s evenly coated and carefully serve on a plate.</p>

<p>BAKE:</p>

<p>Preheat oven. Spray or coat pan with oil. Place shrimp on pan and place pan on the middle rack of oven.</p>

<ul>
	<li>FROM FROZEN: 375°F for 6 minutes flip and cook for 6 more minutes.</li>
	<li>Cooking from thawed is not recommended.</li>
</ul>

<p>Once the shrimp is cooked, place shrimp in a bowl and add the contents of the sauce packet. Stir shrimp and sauce gently until it’s evenly coated and carefully serve on a plate.</p>
","<p>SHRIMP (SHRIMP, WATER, SODIUM TRIPOLYPHOSPHATE, SALT), BATTER (WATER, MODIFIED CORN STARCH, WHEAT FLOUR, STARCHES [WHEAT, RICE, CORN, TAPIOCA], RAISING AGENTS [SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM HOSPHATE], SOY PROTEIN ISOLATE, YEAST EXTRACT, SALT, DEXTROSE), BREADER (STARCHES [TAPIOCA, CORN, WHEAT], RICE FLOUR, SOY FLOUR, DEXTROSE, RICE BRAN OIL SHORTENING, WHEAT FLOUR, SALT, YEAST), PRE-DUST (MODIFIED TAPIOCA STARCH, WHEAT FLOUR, RAISING AGENTS [SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE], YEAST EXTRACT, SALT). PAR-FRIED IN FULLY REFINED SOYBEAN OIL.</p>

<p>CONTAINS: CRUSTACEAN SHELLFISH (SHRIMP), WHEAT, AND SOY.</p>

<p>SAUCE: SUGAR, WATER, GOCHUJANG (MISO [WATER, SOYBEAN, RICE, SALT], INVERT SUGAR, CHILI), SOY SAUCE (WATER, SOYBEAN, WHEAT, SALT), INVERT SUGAR, MODIFIED TAPIOCA STARCH, SALT, CHILI, YEAST EXTRACT.</p>

<p>CONTAINS: SOY AND WHEAT</p>
",,,,"<ul>
	<li>Ready in Minutes, Perfect for Weeknight Dinners or Impromptu Gatherings&nbsp;</li>
	<li>Enjoy as an Appetizer, Main Course, or Party Snack.&nbsp;</li>
	<li>Mild Enough for Everyone to Enjoy, with the Option to Add Extra Gochujang &nbsp;Sauce for Adventurous Palates.&nbsp;</li>
	<li>Enjoy Korean Cuisine Without Leaving your Kitchen.&nbsp;</li>
	<li>Made with Quality Ingredients and Premium Shrimp. &nbsp;</li>
	<li>Shrimp BAP 4-Star Certified for Responsibly Sourced Seafood&nbsp;</li>
</ul>
",Indonesia,"Air Fry,Bake",,Retail / Club Type,"Appetizer,Entrée,Snack",Handy Seafood,"Healthy,Imported Breaded,Imported Frozen,Unique & Trendy",8 OZ,"Appetizers,Shrimp",BAP logo,Retail,Crustacean Shellfish
4002035,Lump Pelagicus crab meat,"<p>Our Lump consists of pieces of lump and body meat. This crab meat (Portunus spp) is available year round.&nbsp;50% Premium Lump and 50% Special Lump pieces.</p>
",4002035,10073994004115,73994004217,"<p>Best used in crab cakes, soups and stuffing.</p>
","<p>CRAB MEAT (PORTUNUS SPP). CONTAINS SODIUM ACID PYROPHOSPHATE TO PREVENT THE FORMATION OF STRUVITE CRYSTALS.</p>
",Broken lumps and body meat,,6 CANS,"<ul>
	<li>From steamed live crabs for better flavor and texture</li>
	<li>Black light inspected to remove shell, making it virtually shell-free</li>
	<li>Year round production with&nbsp;dependable supply</li>
</ul>
","India, Thailand, Indonesia, Philippines, Vietnam",Ready to Eat,Lump,"Business & Industry,Education - Colleges and Universities,Education - K-12 School,Foodservice Segment,Healthcare,Healthcare - Long Term Care,Healthcare - Senior Living Restaurants,Healthcare – Hospitals,On-site - Travel and Leisure,On-site – Casinos,On-site – Lodging,Other – Catering,Other – Commissary,Other – Vending,Restaurants - Casual Dining,Restaurants - Fast Casual,Restaurants - Fine Dining,Restaurants - Quick Service,Restaurants - Quick Service.,Restaurants – Catering,Restaurants – Midscale,Retail - Warehouse Club,Retail / Club Type","Breakfast,Brunch,Dinner,Lunch,Snack",Handy Seafood,PELAGICUS,1 LB.,Crab Meat,"DNA,NFI Crab Council,Ready to Eat","Foodservice, Retail Service Deli",Crustacean Shellfish
5101008,OLD BAY® Breaded Shrimp,"<p>Handy Seafood’s OLD BAY® Breaded Shrimp features fresh shrimp lightly coated in a crispy OLD BAY panko coating. Oven crispy in a matter of minutes, these easy-to-bake shrimp are perfect for everything from parties to meal planning.</p>
",5101008,10073994004061,73994010089,"<p>The OLD BAY® Breaded Shrimp contained in this package are precooked and should be cooked thoroughly to an internal temperature of 165°F. Depending on the number of portions prepared andoven temperature variances, heating times may need adjustment. Remove product from packaging. Avoid overcooking or undercooking, cook to a light golden brown.</p>

<p>BAKE</p>

<p>Preheat oven to 425°F. Spray or coat pan with oil.<br />
Place shrimp on pan and place pan on the middle rack of oven.<br />
Turn the shrimp over once during cooking.</p>

<ul>
	<li>FROM FROZEN: 425°F for 9 minutes</li>
	<li>Cooking from thawed is not recommended</li>
</ul>

<p>AIR FRYER</p>

<p>&nbsp;Spray or coat the fryer basket with oil and place the shrimp<br />
in basket. Set fryer to 330°F.</p>

<ul>
	<li>FROM FROZEN: 330°F for 7 minutes</li>
	<li>Cooking from thawed is not recommended</li>
</ul>

<p>TOASTER OVEN</p>

<p>Preheat toaster oven to 400°F. Spray or coat pan with oil.<br />
Place shrimp on pan and place pan on rack in middle of oven.<br />
Turn the shrimp over once during cooking.</p>

<ul>
	<li>FROM FROZEN: 400°F for 10 minutes</li>
	<li>Cooking from thawed is not recommended</li>
</ul>

<p>Caution: Pan and Product Will Be Hot<br />
When preparing our breaded shrimp, we hand-inspect all shrimp to remove particles of shell. Despite our close inspection, small particles may occasionally be missed, and it may be possible to find some pieces of shell.</p>
","<p>INGREDIENTS: SHRIMP (SHRIMP, WATER, SODIUM BICARBONATE, SALT, CITRIC ACID, DEXTRIN), BREAD CRUMBS (UNBLEACHED WHEAT FLOUR, DEXTROSE, YEAST, SALT, SUGAR), WATER, BATTER (UNBLEACHED WHEAT FLOUR, WHEAT STARCH, XANTHAN GUM, GUAR GUM, SALT), POTATO STARCH, SEASONING (CELERY SALT [SALT, CELERY SEED], SPICES [INCLUDING RED PEPPER AND BLACK PEPPER], PAPRIKA). PARFRIED IN FULLY REFINED SOYBEAN OIL. CONTAINS: CRUSTACEAN SHELLFISH (SHRIMP) AND WHEAT.</p>
",Breaded Shrimp seasoned with OLD BAY®,"6.69"" x 1.30"" x 6.69""",12 x 8 OZ.,,Indonesia,"Bake,Broil,Deep Fry",,Retail / Club Type,"Add-on,Appetizer,Brunch,Dinner,Entrée,Lunch,Snack",Handy Seafood,Unique & Trendy,8 OZ,"Appetizers,Shrimp",BAP logo,Retail,Crustacean Shellfish
3004005,OLD BAY® Crab Cake,"<p>This traditional Maryland-style crab cake recipe features real crab meat<br />
and OLD BAY® seasoning.</p>
",3004005,10073994004078,73994005290,"<p>&nbsp;</p>

<p>The Old Bay Crab Cakes contained in this package are uncooked and should be cooked thoroughly to 165 °F.&nbsp;Depending on the number of portions prepared and temperature variances, heating times may need adjustment.&nbsp;Remove product from packaging. Avoid overcooking or undercooking, cook to a light golden brown.&nbsp;</p>

<p><a name=""_Hlk155091492""></a><strong>BAKE:</strong>&nbsp;Preheat oven. Spray or coat pan with oil. Place&nbsp;crab cakes&nbsp;on&nbsp;pan&nbsp;and place pan&nbsp;on the middle rack of oven.&nbsp;Do not turn&nbsp;the&nbsp;crab cakes&nbsp;over&nbsp;during cooking.&nbsp;</p>

<p>•&nbsp;FROM THAWED:&nbsp;350&nbsp;°F&nbsp;for&nbsp;10&nbsp;minutes&nbsp;</p>

<p>•&nbsp;FROM FROZEN:&nbsp;350&nbsp;°F&nbsp;for&nbsp;22&nbsp;minutes&nbsp;</p>

<p><strong>AIR FRYER: </strong>Spray basket with oil and place the&nbsp;crab cakes&nbsp;in basket. Set fryer at&nbsp;350&nbsp;°F.&nbsp;Do not turn&nbsp;the crab cakes&nbsp;over during cooking.</p>

<p>•&nbsp;Cooking from thawed is not recommended</p>

<p>•&nbsp;FROM FROZEN: 350&nbsp;°F&nbsp;for 15&nbsp;minutes&nbsp;</p>

<p><a name=""_Hlk155091509""></a><strong>MICROWAVE</strong> <strong>(1000-WATT):</strong>&nbsp;Remove crab cake from packaging&nbsp;and&nbsp;place cake on a microwave safe dish.&nbsp;</p>

<p>•&nbsp;Cooking from thawed is not recommended</p>

<p>•&nbsp;FROM FROZEN: Set microwave at medium power (50% power) and microwave for 4 minutes.&nbsp;</p>

<p>*when microwaving, you may notice some oil residue on the plate after cooking.</p>

<p>If thawing, thaw under refrigeration or in microwave&nbsp;for&nbsp;2 minutes&nbsp;on high.</p>

<p>Caution: Pan And Product Will Be Hot.</p>
","<p>CRAB MEAT,&nbsp;SAUCE&nbsp;(FULLY REFINED SOYBEAN OIL, WATER, EGG YOLK, VINEGAR, SUGAR, MODIFIED CORN STARCH, MUSTARD, SALT),&nbsp;BREAD CRUMBS&nbsp;(UNBLEACHED WHEAT FLOUR, SALT, YEAST),&nbsp;EGGS,&nbsp;SCALLIONS,&nbsp;SEASONING&nbsp;(CELERY SALT [SALT, CELERY SEED], SPICES [INCLUDING RED PEPPER AND BLACK PEPPER], PAPRIKA),&nbsp;PARSLEY.</p>

<p>CONTAINS:&nbsp;CRUSTACEAN SHELLFISH (CRAB), EGGS,&nbsp;AND&nbsp;WHEAT.</p>
",Crab Cakes seasoned with OLD BAY®,7 x 3.5 x 1.5,12 x 2,,Indonesia,"Bake,Broil,Deep Fry",,"Retail - Cash and Carry,Retail - Convenient Stores,Retail - Service Deli,Retail - Super Market,Retail - Warehouse Club,Retail / Club Type","Add-on,Appetizer,Brunch,Dinner,Entrée,Lunch,Snack",Handy Seafood,OLD BAY®,3 OZ. +,Crab Cakes,"NFI Crab Council,Ready to Eat",Retail,Crustacean Shellfish
3004120,OLD BAY® Crab Cake Minis (0.5 OZ. / 20 CT.),"<p>This traditional Maryland-style crab cake recipe features real crab meat and Old Bay® seasoning.</p>

<p>&nbsp;</p>
",3004120,10073994004023,,"<p align=""center"" style=""text-align:center; margin-bottom:11px"">SUGGESTED COOKING INSTRUCTIONS</p>

<p>The Old Bay Crab Cake Minis contained in this package are uncooked and should be cooked thoroughly to an internal temperature of 165°F. Depending on the number of portions prepared and oven temperature variances, heating times may need adjustment. Remove the product from the packaging. Avoid overcooking or undercooking, cook to a light golden brown.&nbsp;</p>

<p>BAKE:</p>

<p>Preheat oven. Spray or coat pan with oil.</p>

<p>Place crab cakes on pan and place pan on rack in middle of oven.</p>

<ul>
	<li>Cooking from thawed is not recommended.</li>
	<li>from frozen: 350 °F for ­10 minutes</li>
</ul>

<p>MICROWAVE:&nbsp; Place in microwave on a covered, microwave-safe plate.</p>

<ul>
	<li>Cooking from thawed is not recommended.</li>
	<li>FROM FROZEN: on high power&nbsp;for 1-1 ½ minutes.&nbsp;</li>
</ul>

<p>AIR FRYER:</p>

<p>Spray basket with oil and place cakes in basket.</p>

<p>Set fryer at 350 °F.</p>

<ul>
	<li>Cooking from thawed is not recommended</li>
	<li>from frozen: 350 °F for 6-8 minutes</li>
</ul>

<p>Caution: Pan And Product Will Be Hot.</p>

<p>When preparing our crab cake minis, we hand-inspect all crab meat to remove particles of shell. Despite our close inspections, small particles may occasionally be missed, and it may be possible to find some pieces of shell.</p>

<p align=""center"" style=""text-align:center; margin-bottom:11px"">&nbsp;</p>
","<p style=""text-align:justify; margin-bottom:11px"">INGREDIENTS: CRAB MEAT, SAUCE (FULLY REFINED SOYBEAN OIL, EGG YOLK, VINEGAR, WATER, SUGAR, MODIFIED CORN STARCH, SALT, MUSTARD), BREAD CRUMBS (UNBLEACHED WHEAT FLOUR, SALT, YEAST), EGGS, SCALLIONS, SEASONING (CELERY SALT [SALT, CELERY SEED], SPICES [INCLUDING RED PEPPER AND BLACK PEPPER], PAPRIKA), WORCESTERSHIRE SAUCE (DISTILLED VINEGAR, MOLASSES, CORN SYRUP, WATER, SALT, CARAMEL COLOR, SUGAR, SPICES, ANCHOVIES, NATURAL FLAVOR [CONTAINS SOY], TAMARIND), PARSLEY.</p>

<p>CONTAINS: Crustacean Shellfish (Crab), soy, Eggs, Wheat, fish (ANCHOVIES).</p>

<p>Contains a bioengineered food ingredient.</p>
",Mini Crab Cakes seasoned with OLD BAY®,"6.69 "" x 6.69"" x 1.30""",12 x 20,,"Indonesia, Thailand",Bake,,Retail / Club Type,"Add-on,Appetizer,Entrée,Snack",Handy Seafood,"Mini,OLD BAY®",.5 OZ,"Appetizers,Crab Cakes","NFI Crab Council,Ready to Eat",Retail,Crustacean Shellfish
2111000,Panko Soft Crab Portions,"<p>Handy did it again with their signature Panko Soft Crab Portions. Handy soft crabs are harvested at their softest, most delectable stage - immediately after shedding their hard outer shells. Soft crabs are fully cleaned, cut in portions, lightly coated with our signature Chesapeake Bay panko blend and IQF frozen locking in the soft crabs’ true flavor.</p>
",2111000,10073994004030,73994110000,"<p>SUGGESTED COOKING INSTRUCTIONS</p>

<p><br />
The Panko soft crab portions contained in this package are uncooked and should be cooked until heated through to an internal temperature of 160 °F. Depending on the number of portions prepared and equipment temperature variances, heating times may need adjustment.</p>

<p><br />
DEEP FRY: Heat oil to 350 °F.</p>

<ul>
	<li>3 minutes from frozen</li>
	<li>Frying from thawed is not recommended</li>
</ul>
","<p><strong>INGREDIENTS: SOFT SHELL CRABS</strong>, <strong>BATTER</strong> (WATER, UNBLEACHED WHEAT FLOUR, CORN STARCH, RICE FLOUR, SEASONING [CELERY SALT {SALT, CELERY SEED}, SPICES {INCLUDING RED PEPPER AND BLACK PEPPER}, PAPRIKA], RAISING AGENTS [SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE], GUAR GUM, XANTHAN GUM), <strong>BREAD CRUMBS</strong> (UNBLEACHED WHEAT FLOUR, PALM OIL SHORTENING, SUGAR, SALT, YEAST, DEXTROSE, ANNATTO EXTRACT), <strong>PRE-DUST&nbsp;</strong>(MODIFIED TAPIOCA STARCH, RICE FLOUR, POTATO STARCH, SALT).<br />
<strong>CONTAINS: CRUSTACEAN SHELLFISH (CRAB) AND WHEAT.</strong></p>
",Lightly panko breaded soft shell crab portions that are entirely edible,"7.28"" x 2.95"" x 10.04""",4 x 2Lb. Cartons,"<ul>
	<li>Naturally molted from full-bodied crabs.</li>
	<li>DNA tested - no species substitutions.</li>
	<li>Fully cleaned, portioned and coated – ready to cook.</li>
	<li>Cook from frozen - no prep time and no waste.</li>
	<li>Year-round production for dependable supply.</li>
</ul>
",Thailand,Deep Fry,,"Business & Industry,Healthcare - Long Term Care,Healthcare - Senior Living Restaurants,Healthcare – Hospitals,On-site - Travel and Leisure,On-site – Casinos,On-site – Lodging,Other – Catering,Restaurants - Casual Dining,Restaurants - Fast Casual,Restaurants - Fine Dining,Restaurants - Quick Service,Restaurants - Quick Service.,Restaurants – Catering,Restaurants – Midscale","Add-on,Appetizer,Dinner,Entrée,Lunch",Handy Seafood,"Imported Breaded,Panko,Portions,Unique & Trendy",,"Appetizers,Soft Shell Crabs",DNA,"Foodservice, Retail Service Deli",Crustacean Shellfish
4032050,Pelagicus crab meat,<p>Our Claw consists of pieces of claw and leg meat. This crab meat (Portunus spp) is available year round.</p>,4032050,10073994004337,73994004538,"<p>Best used in dips, soups, stuffing mixes and casseroles.&nbsp;</p>",<p>CRAB MEAT (PORTUNUS SPP). CONTAINS SODIUM ACID PYROPHOSPHATE TO PREVENT THE FORMATION OF STRUVITE CRYSTALS.</p>,,N/A x 3.25 x 3.5,6,<p>Crab meat from claws and legs most economical grade of crab meat.</p>,"INDIA, INDONESIA ",Ready to Eat,Claw,"Other – Commissary,Retail - Cash and Carry,Retail - Convenient Stores,Retail - Service Deli,Retail - Super Market","Add-on,Appetizer,Dinner,Entrée,Lunch,Snack",Handy Seafood,PELAGICUS,8 OZ.,Crab Meat,"DNA,NFI Crab Council,Ready to Eat",Retail,Crustacean Shellfish
4032030,Pelagicus crab meat,"<p>Our Premium Lump Crab Meat consists of special body meat topped with lump. This crab meat (Portunus spp) is available year-round.</p>
",4032030,10073994004344,73994004514,"<p>Mix with ingredients for&nbsp;delicious crab cakes,&nbsp;use as a salad topper, or&nbsp;combine with veggies in&nbsp;a seafood soup.</p>

<p>{""preview_thumbnail"":""/sites/default/files/styles/video_embed_wysiwyg_preview/public/video_thumbnails/HOLCLNJ2_tI.jpg?itok=IetJ4sD2"",""video_url"":""https://www.youtube.com/watch?v=HOLCLNJ2_tI"",""settings"":{""responsive"":1,""width"":""854"",""height"":""480"",""autoplay"":1},""settings_summary"":[""Embedded Video (Responsive, autoplaying).""]}</p>
","<p>crab meat (portunus spp). Contains sodium acid pyrophosphate to prevent the formation of struvite crystals.</p>
","Crab Meat, Premium Lump Imported",N/A x 3.25 x 3.5,6 CUPS,"<p>Contains pieces of broken jumbo lump and body meat. This sweet white meat from large crabs is&nbsp;best used for crab cakes and gourmet stuffing.</p>
",Indonesia,Ready to Eat,Premium Lump,"Retail - Cash and Carry,Retail - Convenient Stores,Retail - Service Deli,Retail - Super Market,Retail - Warehouse Club","Breakfast,Brunch,Dinner,Lunch,Snack",Handy Seafood,PELAGICUS,8 OZ.,Crab Meat,"DNA,NFI Crab Council,Ready to Eat",Retail,Crustacean Shellfish
4001418,Pelagicus crab meat,"<p>The #1 reason why crab meat is purchased is to make crab cakes. With this in mind, Handy created the Crab Cake Combo, which makes the perfect crab cake! Not only does the combo contain close to the natural percent of meat that a crab produces; your customers will find that the combo improves the flavor and the consistency of their crab cakes. Give your customers a product that brings true value to the kitchen: the crab cake combo!</p>
",4001418,10073994004368,73994014186,"<p>Form into crab cakes, or use in pasta dishes, casseroles and imperials.</p>

<p>{""preview_thumbnail"":""/sites/default/files/styles/video_embed_wysiwyg_preview/public/video_thumbnails/HOLCLNJ2_tI.jpg?itok=IetJ4sD2"",""video_url"":""https://www.youtube.com/watch?v=HOLCLNJ2_tI"",""settings"":{""responsive"":1,""width"":""854"",""height"":""480"",""autoplay"":0},""settings_summary"":[""Embedded Video (Responsive).""]}</p>
","<p>crab meat (portunus spp). Contains sodium acid pyrophosphate to prevent the formation of struvite crystals.</p>
",Makes Awesome Crab Cakes,N/A x 3.25 x 3.5,6,"<ul>
	<li>Layered (not blended)&nbsp;crab meat&nbsp;improves recipe &amp; consistency.</li>
	<li>Keeps moisture in the cake.</li>
	<li>Reduces crab grades needed for recipe.</li>
	<li>Binds together better than other grades.</li>
	<li>Saves on labor costs.&nbsp;</li>
	<li>Reduces&nbsp;amount of space needed to store (1 can vs. several can grades).</li>
	<li>Layered blend: 10% jumbo lump, 30% lump, 20% special, 40% claw.</li>
</ul>
","India, indonesia",Ready to Eat,Crab Cake Combo,"Retail - Cash and Carry,Retail - Convenient Stores,Retail - Service Deli,Retail - Super Market,Retail - Warehouse Club","Breakfast,Brunch,Dinner,Lunch,Snack",Handy Seafood,PELAGICUS,8 OZ.,Crab Meat,"DNA,NFI Crab Council,Ready to Eat",Retail,Crustacean Shellfish
4002050,Pelagicus crab meat,"<p>Our Claw consists of pieces of claw and leg meat. This crab meat (Portunus spp) is available year round.</p>
",4002050,10073994004351,73994004033,"<p>Best used in dips, soups, stuffing mixes and casseroles.&nbsp;</p>
","<p>crab meat (portunus spp). Contains all-natural sodium acid pyrophosphate to prevent the formation of struvite crystals.</p>
",Pieces of Claw and Leg Meat,,6 CUPS,"<p>Crab meat from claws and legs most economical grade of crab meat.</p>
","India, thailand,indonesia,philippines, vietnam",Ready to Eat,Claw,"Business & Industry,Education,Healthcare,On-site - Travel and Leisure,On-site – Casinos,On-site – Lodging,Other – Catering,Other – Commissary,Other – Vending,Restaurants - Casual Dining,Restaurants - Fast Casual,Restaurants - Fine Dining,Restaurants - Quick Service,Restaurants – Catering,Restaurants – Midscale,Retail - Cash and Carry,Retail - Convenient Stores,Retail - Service Deli,Retail - Super Market,Retail - Warehouse Club","Breakfast,Brunch,Dinner,Lunch,Snack",Handy Seafood,PELAGICUS,1 LB.,Crab Meat,"DNA,NFI Crab Council,Ready to Eat","Foodservice, Retail Service Deli",Crustacean Shellfish
